condition_id,channel_kind,density_label,density_ms_cm2,angle_deg,trial_seed,trial_mode,n_spikes,firing_rate_hz,peak_vm_mv,baseline_vm_mv,is_unstable
baseline,baseline,n/a,0.0,120.0,5,FULL,10,10.0,44.17823521859134,-35.8394254250571,False
baseline,baseline,n/a,0.0,150.0,1,FULL,8,8.0,44.21429264324359,-35.348366038976174,False
baseline,baseline,n/a,0.0,150.0,2,FULL,7,7.0,43.316228446719336,-36.02861018029751,False
baseline,baseline,n/a,0.0,150.0,3,FULL,9,9.0,43.766788593641195,-36.1447808927054,False
baseline,baseline,n/a,0.0,150.0,4,FULL,9,9.0,44.30511668990801,-35.72014353850815,False
baseline,baseline,n/a,0.0,150.0,5,FULL,10,10.0,44.17823521859134,-35.8394254250571,False
baseline,baseline,n/a,0.0,180.0,1,FULL,8,8.0,44.21429264324359,-35.348366038976174,False
baseline,baseline,n/a,0.0,180.0,2,FULL,7,7.0,43.316228446719336,-36.02861018029751,False
baseline,baseline,n/a,0.0,180.0,3,FULL,9,9.0,43.766788593641195,-36.1447808927054,False
baseline,baseline,n/a,0.0,180.0,4,FULL,9,9.0,44.30511668990801,-35.72014353850815,False
baseline,baseline,n/a,0.0,180.0,5,FULL,10,10.0,44.17823521859134,-35.8394254250571,False
